codigo_ocorrencia2;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
77213;PRHHG;Sem Categoria;HELICOPTERO;ROBINSON HELICOPTER;R66;R66;TURBOEIXO;MONOMOTOR;1225;1225;5;2013;BRASIL;BRASIL;HELICOPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;PRIVADA;LEVE;0
77211;PRBGT;PARTICULAR;HELICOPTERO;SIKORSKY AIRCRAFT;S-92A;S92;TURBOEIXO;BIMOTOR;12020;12020;21;2013;BRASIL;BRASIL;HELICOPTERO;PARTICULAR;CABO FRIO;OCEAN RIG CORCOVADO;DECOLAGEM;PRIVADA;LEVE;0
77209;PRHAA;PARTICULAR;HELICOPTERO;EUROCOPTER DEUTSCHLAND;EC 135P2;EC35;TURBOEIXO;BIMOTOR;2835;2835;7;2002;BRASIL;BRASIL;HELICOPTERO;PARTICULAR;RIO PARDO;HELICIDADE;DESCIDA;PRIVADA;LEVE;0
50275;PROIL;PARTICULAR;AVIAO;HAWKER BEECHCRAFT;B200GT;BE20;TURBOELICE;BIMOTOR;5670;5670;9;2012;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;PRIVADA;LEVE;0
50257;PTCZQ;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;150G;C150;PISTAO;MONOMOTOR;726;726;2;1967;BRASIL;BRASIL;AVIAO;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL;INSTRUCAO;LEVE;0
77205;PRRMZ;PARTICULAR;HELICOPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTAO;MONOMOTOR;1134;1134;4;2010;BRASIL;BRASIL;HELICOPTERO;PARTICULAR;PORTO SEGURO;CORONEL ALTINO MACHADO;CRUZEIRO;PRIVADA;NENHUM;0
50255;PRKNC;INSTRUCAO;AVIAO;PIPER AIRCRAFT;PA-34-200;PA34;PISTAO;BIMOTOR;1905;1905;6;1974;BRASIL;BRASIL;AVIAO;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUCAO;LEVE;0
50254;PRAXK;REGULAR;AVIAO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2012;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;LEVE;0
50213;PTOCL;TAXI AEREO;AVIAO;PIPER AIRCRAFT;PA-31T;PAY2;TURBOELICE;BIMOTOR;4082;4082;7;1980;BRASIL;BRASIL;AVIAO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TAXI AEREO;LEVE;0
67163;N723AN;Sem Categoria;Desconhecida;FABRICANTE DESCONHECIDO;MODELO DESCONHECIDO;Nao Informado;Nao Informado;Nao Informado;0;0;0;0;ESTADOS UNIDOS;ESTADOS UNIDOS;Nao Informado;Nao Informado;MIAMI INTERNATIONAL AIRPORT;GOVERNADOR ANDRE FRANCO MONTORO;CRUZEIRO;Nao Informado;NENHUM;0
50099;PTDRM;Sem Categoria;AVIAO;BEECH AIRCRAFT;58;BE58;PISTAO;BIMOTOR;2449;2449;6;1971;BRASIL;BRASIL;AVIAO;TAXI AEREO;GUARARAPES - GILBERTO FREYRE;ZUMBI DOS PALMARES;POUSO;TAXI AEREO;LEVE;0
67158;PRAXA;REGULAR;AVIAO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2011;BRASIL;BRASIL;AVIAO;REGULAR;GOVERNADOR ANDRE FRANCO MONTORO;SANTA GENOVEVA/GOIANIA;APROXIMACAO FINAL;REGULAR;NENHUM;0
67155;PRAZF;REGULAR;AVIAO;EMBRAER;ERJ 190-100 IGW;E190;JATO;BIMOTOR;51800;51800;113;2009;BRASIL;BRASIL;AVIAO;REGULAR;MARECHAL RONDON;TANCREDO NEVES;DECOLAGEM;REGULAR;NENHUM;0
49957;PRAQC;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOELICE;BIMOTOR;23000;23000;75;2012;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL;REGULAR;LEVE;0
67142;PRAVC;Sem Categoria;AVIAO;AIRBUS INDUSTRIE;A319-115;A319;JATO;BIMOTOR;75500;75500;141;2010;BRASIL;BRASIL;AVIAO;REGULAR;CONGONHAS;ANTONIO CARLOS JOBIM / GALEAO;PROCEDIMENTO DE APROXIMACAO IFR;REGULAR;NENHUM;0
49956;PRBES;PARTICULAR;AVIAO;BEECH AIRCRAFT;B60;BE60;PISTAO;BIMOTOR;3073;3073;6;1976;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO;PRIVADA;LEVE;0
49955;PPPTW;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-42-500;AT45;TURBOELICE;BIMOTOR;18600;18600;52;1996;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO;REGULAR;LEVE;0
67137;PUMON;Sem Categoria;ULTRALEVE;AVENOR AUGUSTO MONTANDON;EXCEL CARGO;ULAC;PISTAO;MONOMOTOR;750;750;2;2010;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;BRIGADEIRO ARARIPE MACEDO;BOTELHO;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
49834;PRFFT;PARTICULAR;AVIAO;CESSNA AIRCRAFT;152;C152;PISTAO;MONOMOTOR;757;757;2;1977;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO;PRIVADA;LEVE;0
67129;PTOEY;PARTICULAR;AVIAO;BEECH AIRCRAFT;D35;BE35;PISTAO;MONOMOTOR;1236;1236;4;1953;BRASIL;BRASIL;AVIAO;PARTICULAR;ITAITUBA;NOVO PROGRESSO;DESCIDA;PRIVADA;NENHUM;0
67127;PRONZ;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;78000;78000;170;0;BRASIL;BRASIL;AVIAO;REGULAR;GOVERNADOR ANDRE FRANCO MONTORO;PRESIDENTE JUSCELINO KUBITSCHEK;DESCIDA;REGULAR;NENHUM;0
49814;PPEPA;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTAO;BIMOTOR;2155;2155;6;1987;BRASIL;BRASIL;AVIAO;ADMINISTRACAO DIRETA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;DAS BANDEIRINHAS;CORRIDA APOS POUSO;PRIVADA;LEVE;0
67119;PRVBM;REGULAR;AVIAO;BOEING COMPANY;737-7EA;B737;JATO;BIMOTOR;66224;66224;153;2001;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;AFONSO PENA;CORRIDA APOS POUSO;REGULAR;NENHUM;0
49795;PTVHR;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-711ST;P28T;PISTAO;MONOMOTOR;1315;1315;4;1989;BRASIL;BRASIL;AVIAO;PARTICULAR;CORONEL ALEXANDRE RAPOSO;Aeroporto Regional do Planalto Serrano;CRUZEIRO;PRIVADA;LEVE;0
67114;PTRPU;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-720D;PA32;PISTAO;MONOMOTOR;1633;1633;7;1984;BRASIL;BRASIL;AVIAO;PARTICULAR;NOVO CAMPO;NOVO CAMPO;CRUZEIRO;PRIVADA;Nao Informado;0
67101;N483CJ;PARTICULAR;AVIAO;TEXTRON AVIATION INC;525B;Nao Informado;JATO;BIMOTOR;0;0;0;2015;ESTADOS UNIDOS;ESTADOS UNIDOS;AVIAO;PARTICULAR;CATARATAS;CONGONHAS;SUBIDA;PRIVADA;NENHUM;0
49753;PRCAC;PARTICULAR;AVIAO;PIPER AIRCRAFT;PA-46-350P;PA46;PISTAO;MONOMOTOR;1950;1950;6;1999;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;PRIVADA;LEVE;0
67098;PTWCO;Sem Categoria;AVIAO;CESSNA AIRCRAFT;172R;C172;PISTAO;MONOMOTOR;1202;1202;4;1982;BRASIL;BRASIL;AVIAO;PARTICULAR;PEDRO MORGANTI;Comandante Rolim Adolfo Amaro;CORRIDA APOS POUSO;PRIVADA;NENHUM;0
49712;PTIDY;INSTRUCAO;AVIAO;PIPER AIRCRAFT;PA-34-200;PA34;PISTAO;BIMOTOR;1905;1905;7;1972;BRASIL;BRASIL;AVIAO;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRAFEGO;INSTRUCAO;LEVE;0
67086;PRMHA;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2006;BRASIL;BRASIL;AVIAO;REGULAR;GOVERNADOR ANDRE FRANCO MONTORO;ZUMBI DOS PALMARES;SUBIDA;REGULAR;NENHUM;0
67078;PRONR;REGULAR;AVIAO;AIRBUS INDUSTRIE;A318-121;A318;JATO;BIMOTOR;63000;63000;129;2008;BRASIL;BRASIL;AVIAO;REGULAR;GOVERNADOR ANDRE FRANCO MONTORO;AFONSO PENA;APROXIMACAO FINAL;REGULAR;NENHUM;0
49710;PRSRD;PARTICULAR;AVIAO;BEECH AIRCRAFT;95-B55;BE55;PISTAO;BIMOTOR;2314;2314;4;1981;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO;PRIVADA;LEVE;0
49709;PRTID;PARTICULAR;AVIAO;BEECH AIRCRAFT;58;BE58;PISTAO;BIMOTOR;2449;2449;6;1984;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO;PRIVADA;LEVE;0
67068;PPZLG;EXPERIMENTAL;BALAO;FABRICANTE DESCONHECIDO;BALAO M 36;BALL;SEM TRACAO;SEM TRACAO;950;950;6;1988;BRASIL;BRASIL;BALAO;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;EXPERIMENTAL;SUBSTANCIAL;0
49706;PRAXA;REGULAR;AVIAO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2011;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL;REGULAR;LEVE;0
49704;PTLOE;TAXI AEREO;AVIAO;LEARJET;35A;LJ35;JATO;BIMOTOR;8301;8301;10;1981;BRASIL;BRASIL;AVIAO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO;TAXI AEREO;LEVE;0
49703;PRPAJ;PARTICULAR;AVIAO;CESSNA AIRCRAFT;T182T;C182;PISTAO;MONOMOTOR;1406;1406;4;2004;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TAXI;PRIVADA;LEVE;0
67054;PPXCE;EXPERIMENTAL;ULTRALEVE;FABRICANTE DESCONHECIDO;KR-2S;ULAC;PISTAO;MONOMOTOR;480;480;2;1999;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;PARA DE MINAS;PARA DE MINAS;DESCIDA;PRIVADA;DESTRUIDA;0
49699;PPFXH;INSTRUCAO;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-711ST;P28T;PISTAO;MONOMOTOR;1315;1315;4;1988;BRASIL;BRASIL;AVIAO;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI;INSTRUCAO;LEVE;0
49697;PTMEK;REGULAR;AVIAO;CESSNA AIRCRAFT;208B;C208;TURBOELICE;MONOMOTOR;3969;3969;11;1993;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;TAXI;REGULAR;LEVE;0
67047;PRMAP;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-232;A320;JATO;BIMOTOR;77000;77000;166;2002;BRASIL;BRASIL;AVIAO;REGULAR;ANTONIO CARLOS JOBIM / GALEAO;AEROPORTO INTERNACIONAL DE SANTIAGO;SUBIDA;REGULAR;NENHUM;0
49695;PRFLN;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;152;C152;PISTAO;MONOMOTOR;757;757;2;1978;BRASIL;BRASIL;AVIAO;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUCAO;LEVE;0
67038;PRBAR;TAXI AEREO;HELICOPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTAO;MONOMOTOR;1134;1134;4;2006;BRASIL;BRASIL;HELICOPTERO;TAXI AEREO;JACAREPAGUA;JACAREPAGUA;CRUZEIRO;TAXI AEREO;LEVE;0
49693;PTEPR;INSTRUCAO;AVIAO;EMBRAER;EMB-810C;PA34;PISTAO;BIMOTOR;2073;2073;6;1977;BRASIL;BRASIL;AVIAO;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUCAO;LEVE;0
67028;PRATU;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOELICE;BIMOTOR;23000;23000;75;2012;BRASIL;BRASIL;AVIAO;REGULAR;TANCREDO NEVES;CORONEL ALTINO MACHADO;DECOLAGEM;REGULAR;NENHUM;0
67022;PRBGT;TAXI AEREO;HELICOPTERO;SIKORSKY AIRCRAFT;S-92A;S92;TURBOEIXO;BIMOTOR;12020;12020;21;2013;BRASIL;BRASIL;HELICOPTERO;TAXI AEREO;CABO FRIO;CABO FRIO;CRUZEIRO;NAO REGULAR;NENHUM;0
49644;PRHMV;PARTICULAR;AVIAO;CESSNA AIRCRAFT;525B;C25B;JATO;BIMOTOR;6291;6291;9;2009;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;LEVE;0
67010;PTKZR;TAXI AEREO;AVIAO;LEARJET;35A;LJ35;JATO;BIMOTOR;8165;8165;10;1979;BRASIL;BRASIL;AVIAO;TAXI AEREO;SANTOS DUMONT;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;SUBIDA;TAXI AEREO;NENHUM;0
67009;PRATE;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOELICE;BIMOTOR;23000;23000;75;2011;BRASIL;BRASIL;AVIAO;REGULAR;AFONSO PENA;AFONSO PENA;APROXIMACAO FINAL;REGULAR;NENHUM;0
67008;PRONW;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;78000;78000;172;0;BRASIL;BRASIL;AVIAO;REGULAR;GOVERNADOR ANDRE FRANCO MONTORO;HERCILIO LUZ;TAXI;REGULAR;NENHUM;0
49641;PTVKY;PARTICULAR;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTAO;BIMOTOR;2155;2155;7;1989;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TAXI;PRIVADA;LEVE;0
49639;PRDIX;TAXI AEREO;AVIAO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTAO;BIMOTOR;2155;2155;6;2000;BRASIL;BRASIL;AVIAO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;TAXI AEREO;LEVE;0
66991;PTKLW;PARTICULAR;AVIAO;CESSNA AIRCRAFT;210L;C210;PISTAO;MONOMOTOR;1724;1724;6;1974;BRASIL;BRASIL;AVIAO;PARTICULAR;BRIGADEIRO ARARIPE MACEDO;BRIGADEIRO ARARIPE MACEDO;DECOLAGEM;PRIVADA;NENHUM;0
66991;PURCR;EXPERIMENTAL;ULTRALEVE;FABRICANTE DESCONHECIDO;CARCARA I;ULAC;PISTAO;MONOMOTOR;377;377;2;2003;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;BRIGADEIRO ARARIPE MACEDO;POUSO;EXPERIMENTAL;NENHUM;0
49634;PPGMQ;INSTRUCAO;AVIAO;AERO BOERO;AB-115;AB11;PISTAO;MONOMOTOR;770;770;2;1992;BRASIL;BRASIL;AVIAO;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI;INSTRUCAO;LEVE;0
66988;PRFFD;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;152;C152;PISTAO;MONOMOTOR;757;757;2;1981;BRASIL;BRASIL;AVIAO;INSTRUCAO;MUNICIPAL DE GUARATUBA;MUNICIPAL DE GUARATUBA;ARREMETIDA NO AR;INSTRUCAO;NENHUM;0
49632;PPASE;PARTICULAR;AVIAO;PILATUS;PC-12/47E;PC12;TURBOELICE;MONOMOTOR;4740;4740;8;2010;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0
66980;PRTTO;REGULAR;AVIAO;BOEING COMPANY;727-2M7;B722;JATO;TRIMOTOR;92124;92124;3;1976;BRASIL;BRASIL;AVIAO;REGULAR;SALGADO FILHO;GOVERNADOR ANDRE FRANCO MONTORO;SAIDA IFR;REGULAR;NENHUM;0
49620;PPGEV;Sem Categoria;AVIAO;AERO BOERO;AB-115;AB11;PISTAO;MONOMOTOR;770;770;3;1992;BRASIL;BRASIL;AVIAO;INSTRUCAO;TENENTE-CORONEL AVIADOR CESAR BOMBONATO;FORA DE AERODROMO;DECOLAGEM;INSTRUCAO;LEVE;0
49618;PTFJA;Sem Categoria;AVIAO;CESSNA AIRCRAFT;525;C525;JATO;BIMOTOR;4717;4717;8;1999;BRASIL;BRASIL;AVIAO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TAXI AEREO;LEVE;0
66974;PTMET;TAXI AEREO;AVIAO;CESSNA AIRCRAFT;208B;C208;TURBOELICE;MONOMOTOR;3969;3969;11;1996;BRASIL;BRASIL;AVIAO;TAXI AEREO;PREFEITO ORLANDO MARINHO;CARAUARI;DECOLAGEM;TAXI AEREO;NENHUM;0
66973;PPNCG;PARTICULAR;AVIAO;PIPER AIRCRAFT;PA-46-350P;PA46;TURBOELICE;MONOMOTOR;1950;1950;6;1990;BRASIL;BRASIL;AVIAO;PARTICULAR;PRESIDENTE JUSCELINO KUBITSCHEK;GOVERNADOR ANDRE FRANCO MONTORO;POUSO;PRIVADA;NENHUM;0
49612;PTUAW;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTAO;MONOMOTOR;1800;1800;1;1985;BRASIL;BRASIL;AVIAO;ESPECIALIZADA;CARAZINHO;CARAZINHO;CORRIDA APOS POUSO;AGRICOLA;LEVE;0
66971;PPJMB;Sem Categoria;HELICOPTERO;ROBINSON HELICOPTER;R66;R66;TURBOEIXO;MONOMOTOR;1225;1225;5;2012;BRASIL;BRASIL;HELICOPTERO;PARTICULAR;JUNDIA;RECREIO;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
66970;PTNRK;TAXI AEREO;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-711B;P28R;PISTAO;MONOMOTOR;1248;1248;4;1979;BRASIL;BRASIL;AVIAO;TAXI AEREO;NOSSA SENHORA DE FATIMA;BELEM/BRIGADEIRO PROTASIO DE OLIVEIRA;CRUZEIRO;TAXI AEREO;NENHUM;0
49591;PRPME;Sem Categoria;AVIAO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTAO;BIMOTOR;2155;2155;6;2011;BRASIL;BRASIL;AVIAO;PARTICULAR;PATROCINIO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;LEVE;0
66957;PRSPH;ADMINISTRACAO DIRETA;HELICOPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2009;BRASIL;BRASIL;HELICOPTERO;ADMINISTRACAO DIRETA;GRUPAMENTO AEREO DA POLICIA MILITAR/ PRAIA GRANDE;GRUPAMENTO AEREO DA POLICIA MILITAR/ PRAIA GRANDE;ESPECIALIZADA;POLICIAL;LEVE;0
49529;PTOTC;TAXI AEREO;AVIAO;RAYTHEON AIRCRAFT;BAE125-800B;H25B;JATO;BIMOTOR;12429;12429;11;1991;BRASIL;BRASIL;AVIAO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;TAXI AEREO;LEVE;0
49527;PTGLA;PARTICULAR;AVIAO;RAYTHEON AIRCRAFT;A36;BE36;PISTAO;MONOMOTOR;1633;1633;6;2003;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;PRIVADA;LEVE;0
49525;PRCFJ;TAXI AEREO;AVIAO;CESSNA AIRCRAFT;208B;C208;TURBOELICE;MONOMOTOR;3969;3969;2;2006;BRASIL;BRASIL;AVIAO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI;TAXI AEREO;LEVE;0
49525;PTGLA;PARTICULAR;AVIAO;RAYTHEON AIRCRAFT;A36;BE36;PISTAO;MONOMOTOR;1633;1633;6;2003;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;OPERACAO DE SOLO;PRIVADA;LEVE;0
49517;PRERR;ADMINISTRACAO DIRETA;AVIAO;LEARJET;55C;LJ55;JATO;BIMOTOR;9526;9526;8;1989;BRASIL;BRASIL;AVIAO;ADMINISTRACAO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;TAXI;NAO REGULAR;LEVE;0
66924;PUSIL;EXPERIMENTAL;ULTRALEVE;FABRICANTE DESCONHECIDO;PELICAN 500BR;ULAC;PISTAO;MONOMOTOR;540;540;2;2003;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;JUSCELINO KUBITSCHECK;CARLOS PRATES;APROXIMACAO FINAL;PRIVADA;LEVE;0
49515;PPPTZ;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOELICE;BIMOTOR;22500;22500;73;2010;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;LEVE;0
66916;PRTTW;REGULAR;AVIAO;BOEING COMPANY;727-225;B722;JATO;TRIMOTOR;88360;88360;5;1980;BRASIL;BRASIL;AVIAO;REGULAR;SALGADO FILHO;GOVERNADOR ANDRE FRANCO MONTORO;CRUZEIRO;REGULAR;NENHUM;0
49474;PTMVL;Sem Categoria;AVIAO;AIRBUS INDUSTRIE;A330-203;A332;JATO;BIMOTOR;233000;233000;242;2005;BRASIL;BRASIL;AVIAO;REGULAR;ADOLFO SUAREZ MADRID–BARAJAS AIRPORT;GOVERNADOR ANDRE FRANCO MONTORO;CRUZEIRO;REGULAR;LEVE;0
49261;PRMAU;TAXI AEREO;AVIAO;CESSNA AIRCRAFT;208B;C208;TURBOELICE;MONOMOTOR;3969;3969;11;1997;BRASIL;BRASIL;AVIAO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;TAXI AEREO;LEVE;0
48915;PRIOB;REGULAR;AVIAO;BOEING COMPANY;727-264;B722;JATO;TRIMOTOR;88360;88360;5;1982;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;OPERACAO DE SOLO;REGULAR;LEVE;0
66895;PTRYP;PARTICULAR;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTAO;BIMOTOR;2155;2155;6;1985;BRASIL;BRASIL;AVIAO;PARTICULAR;CARLOS PRATES;CARLOS PRATES;APROXIMACAO FINAL;PRIVADA;Nao Informado;0
66891;PRTOD;Sem Categoria;HELICOPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2009;BRASIL;BRASIL;HELICOPTERO;TAXI AEREO;POUSO DA AGUIA;FORA DE AERODROMO;PAIRADO;PRIVADA;NENHUM;1
66881;PRJAD;PARTICULAR;AVIAO;RAYTHEON AIRCRAFT;58;BE58;PISTAO;BIMOTOR;2449;2449;6;2005;BRASIL;BRASIL;AVIAO;PARTICULAR;CIBRASA;VAL DE CANS / JULIO CEZAR RIBEIRO;CORRIDA APOS POUSO;PRIVADA;NENHUM;0
66880;PTKGC;Sem Categoria;AVIAO;CESSNA AIRCRAFT;U206F;C206;PISTAO;MONOMOTOR;1633;1633;6;1974;BRASIL;BRASIL;AVIAO;TAXI AEREO;POUSO DA AGUIA;MISSAO CATRIMANI;CRUZEIRO;NAO REGULAR;Nao Informado;0
66879;PRMDL;PARTICULAR;AVIAO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTAO;BIMOTOR;2155;2155;6;2002;BRASIL;BRASIL;AVIAO;PARTICULAR;PILOTO OSVALDO MARQUES DIAS;ITAITUBA;CRUZEIRO;PRIVADA;NENHUM;0
48896;PTIZS;INSTRUCAO;AVIAO;PIPER AIRCRAFT;PA-28-140;P28A;PISTAO;MONOMOTOR;975;975;2;1973;BRASIL;BRASIL;AVIAO;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRAFEGO;INSTRUCAO;LEVE;0
66874;PUSAX;EXPERIMENTAL;ULTRALEVE;AEROBRAVO;PATRIOT;ULAC;PISTAO;MONOMOTOR;600;600;2;2008;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;CURVELO;CARLOS PRATES;APROXIMACAO FINAL;PRIVADA;NENHUM;0
48895;PRAYC;REGULAR;AVIAO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2008;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;LEVE;0
66872;PPNET;Sem Categoria;AVIAO;CESSNA AIRCRAFT;152;C152;PISTAO;MONOMOTOR;757;757;2;1980;BRASIL;BRASIL;AVIAO;INSTRUCAO;CARLOS PRATES;CARLOS PRATES;POUSO;INSTRUCAO;Nao Informado;0
66866;PRAIT;REGULAR;AVIAO;AIRBUS INDUSTRIE;A330-243;A332;JATO;BIMOTOR;230000;230000;278;0;BRASIL;BRASIL;AVIAO;REGULAR;VIRACOPOS;EDUARDO GOMES;SUBIDA;REGULAR;NENHUM;0
66860;PRONX;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;78000;78000;170;2014;BRASIL;BRASIL;AVIAO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;CONGONHAS;ESTACIONAMENTO;REGULAR;NENHUM;0
66854;PRAKC;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOELICE;BIMOTOR;23000;23000;77;2015;BRASIL;BRASIL;AVIAO;REGULAR;ZUMBI DOS PALMARES;GUARARAPES - GILBERTO FREYRE;SUBIDA;REGULAR;NENHUM;0
